,X,Y,impact_parameter,angle,z_factor,flux_o
0,-14.245639469105475,-3.1285014495911345,14.585121364041834,4.928568368873625,0.9796380536412952,1.3645762124431822e-13
0,-16.380926117587467,5.841870457714931,17.39144016217696,4.369823162922689,0.9612512079265818,2.0571435379848908e-13
0,2.707012283527816,-2.527516734733063,3.703546455429737,0.8196754105855427,1.073968120921212,2.0045101888164246e-13
0,4.6756847900929275,9.042783515986962,10.180076717457087,2.6643883579000907,1.186711387677695,5.875334066312494e-13
0,3.101475258475364,-3.041165234399648,4.3437120947244985,0.7952161051005892,1.0613654567602095,1.2850683002100718e-13
0,-0.20790514098913837,-1.422205705266049,1.4373216813716454,6.138028482877994,1.1034267336261234,7.743763009854567e-13
0,6.255304250440691,-4.130147334485878,7.495795372750124,0.9872399891878494,1.0524262426081206,5.708956596085212e-14
0,5.457457593961343,8.316670574624878,9.947404326592824,2.5608663442998902,1.2162644943233998,6.078997873044418e-13
0,8.362015315040663,1.7660767388001115,8.546480397000009,1.7789397454723408,1.6149911474049852,5.349999685823567e-13
0,-8.342672999263282,3.6737778874932157,9.11574663641277,4.297580697329674,0.9139791945386575,3.5519731549425363e-12
0,4.419747437199343,-3.6856328797880025,5.75482902727827,0.8757229846367623,1.0537427452585673,7.828352701965696e-14
0,13.876620146461146,8.342447505806119,16.19126360344683,2.112088368978285,1.1136922077664908,1.0273009383406711e-13
0,5.912353057316314,13.518488191120406,14.754844683961245,2.7293054972269113,1.076441907592425,1.2475437464233324e-13
0,1.9988854900264235,-2.580636196948777,3.264234425288788,0.6590418785971586,1.0677218682581282,1.952767103836854e-13
0,-0.7656193398160909,-4.386450042780123,4.452765090514676,6.110384159504108,1.0290000157237162,5.4159610088142907e-14
0,23.141980984804963,5.265172036252363,23.73337987882064,1.7945042847390582,1.1178853859599351,5.637643246036173e-14
0,-18.385279644601592,4.654830717317734,18.96538838561147,4.46441729104729,0.9499043520017499,2.2063170846693334e-13
0,0.6179543498717365,-0.9246038011820088,1.1120970136124007,0.5891636434803806,1.2013830757146537,1.3577347299290592e-12
0,0.9529370754163458,-1.7900977498522483,2.0279396006117,0.4891821009885302,1.093067208808341,4.582022222076172e-13
0,5.110593603690211,-1.3274410537015118,5.2801767710116945,1.3166689846347026,1.197033700203003,5.825262001409415e-13
0,15.481308761423968,6.423451425747355,16.761015756375812,1.9640953080911276,1.1295662266886197,1.0989856994473612e-13
0,-11.151707151030202,6.190940856348243,12.75493320520104,4.205595593459836,0.9630855948989422,5.937060129873185e-13
0,12.59568258014637,-4.574702760538034,13.400713600666085,1.2224142262295672,1.0615839910968712,3.944173582689843e-14
0,10.34551357094487,14.940751443538016,18.17293880318172,2.5359612861385448,1.0613329703628898,4.8481685648134656e-14
0,16.40704033080618,5.548260828553703,17.319762430194125,1.8968876397276915,1.1381337484839598,1.123229216517965e-13
0,0.08181085438224643,-1.1856400607372706,1.1884592418420716,0.06889222754324144,1.134497548477207,1.0476603153445362e-12
0,-18.81659804610379,3.6039740218892735,19.158627058823647,4.52314916861813,0.9346771970284511,3.176041853231834e-13
0,-13.507386356734726,-4.603066739164325,14.270168520213918,5.040827797388322,0.9943079820932573,4.9871859839688507e-14
0,0.1694100840399427,10.804266583785362,10.80559467082101,3.125914013947653,1.0937352833861045,5.793651393055583e-13
0,13.401903224652138,8.451437244991766,15.844172479147511,2.133422997915302,1.115519188865778,1.097839591359551e-13
0,-26.22798168389882,6.360524354714215,26.988206559122165,4.47447290274626,0.9612628126711892,5.85031343825223e-14
0,0.14201862431597753,-3.410700068039464,3.413655554354746,0.04161510206357283,1.0412863448923118,1.0285396882062464e-13
0,6.013467797318053,8.245935797566709,10.205746034806733,2.5114949095233112,1.2113719806257002,5.501629090901641e-13
0,-7.27014258900065,-4.523746848797807,8.562666571600763,5.268998469146253,1.0102518413037642,5.215412415696335e-14
0,-8.245651097635983,4.26825610174919,9.284867913657399,4.234731339412927,0.9286185658339192,2.964803516136543e-12
0,24.48156108949251,-2.817221782237361,24.643124232711774,1.4562250320685985,1.1378817618520098,6.600211254869085e-14
0,-4.803014321821212,-0.8572467663888687,4.878915719102334,4.889010194352344,1.0186193932798087,2.493789280755081e-12
0,1.3794262069025676,-3.353098395659691,3.625753095739587,0.3902853562715499,1.0473911007991377,1.0504372463157095e-13
0,-0.5601747006369909,-0.702717500106791,0.8986698950059917,5.610181589463015,1.2304410602063807,1.6903728064717092e-12
0,19.6077422209594,6.9160949704316455,20.791727312650668,1.9098946153419916,1.1029185775954768,5.676330954108598e-14
0,0.8828240155634739,-3.444503207119686,3.5558375365465476,0.2508986417840657,1.043931687664842,9.906148001947542e-14
0,3.0210536014606215,-1.6261501121244286,3.4309079046311464,1.0770015079975555,1.1301910082053765,4.93987524335828e-13
0,0.28342846558220114,-1.6414138721023708,1.6657044139439563,0.17098728427824883,1.0943865365238095,5.667026853129017e-13
0,-40.68600983740672,1.189231240920285,40.703386436928525,4.683167812204333,0.8785171037139766,1.7848530027565402e-13
0,17.898211980808934,11.025483899040074,21.021590979703806,2.122905044509781,1.0724493040567826,3.496791167144134e-14
0,-3.0381553733750533,-2.6463039868948535,4.029058558003756,5.428962221329775,1.0341975673946884,2.060894478761088e-13
0,0.40543583839607367,-2.8674339187617752,2.8959550233940856,0.1404621593201413,1.0512089188883489,1.579759977623181e-13
0,7.175418239462293,8.002118865981291,10.748047881196932,2.410609413417044,1.2022507666004165,4.511754529560395e-13
0,12.456483428187653,14.695653265526495,19.26463610601802,2.4384758353529765,1.0604550297149749,3.855634557796852e-14
0,-10.03279934693878,-4.282453189971536,10.908550227240676,5.115821569892789,1.0022960491285233,6.08216931226973e-14
0,14.43657538724538,2.567091932471814,14.66303754006587,1.7467755442364594,1.2578162063132754,2.776911863743243e-13
0,14.479263571979649,1.7183356931591296,14.580869354782708,1.6889194769270315,1.323599929868879,3.309234929694881e-13
0,21.138713263093884,7.432619223478377,22.407343147738903,1.908906250286738,1.0929440124277672,4.34290548364906e-14
0,-29.998884176360356,4.008557140758689,30.26551803913839,4.579552320036382,0.9331828554081297,1.0757337168319636e-13
0,6.310559566949176,6.913319944875982,9.360403554774432,2.401744168410985,1.2854292174926891,6.738406021266308e-13
0,-14.343845378661127,7.789719045224858,16.322549526666386,4.214881498006707,0.9737263423498519,1.812635268665838e-13
0,-10.357764213573835,2.9953872601528495,10.782190145896928,4.4308766183046435,0.9114752293701652,2.2229427335751223e-12
0,-38.201103421074166,4.391155980500294,38.45265339911783,4.597942873591511,0.933062880580064,6.1843939051766e-14
0,2.196668907921342,-2.042917413032187,2.999810968627601,0.8216479603707106,1.091040013875429,3.2751641141416025e-13
0,2.4971186308305096,10.476040650519462,10.769541734343996,2.907594451344567,1.1267556605937392,5.278531116849855e-13
0,5.385350468923057,17.6461320851781,18.449606425088902,2.845384981566279,1.0433105356001966,4.312744561924307e-14
0,0.11835200756737513,-1.233924587352022,1.2395874656380992,0.09562258862653507,1.128930162170053,9.786943431368657e-13
0,0.7164646887650642,12.750932570937536,12.771045496702412,3.0854624767376477,1.0676735826168804,2.6479761022327894e-13
0,-24.01179903564404,0.08103627942992168,24.011935777998822,4.709014140721322,0.8394969522329311,9.947384023947153e-13
0,0.10717223862444454,-2.9183663864795477,2.920333586161942,0.0367068714782476,1.048628110868161,1.522272994869345e-13
0,-6.903226041428554,14.147843934940445,15.742173223112763,3.5955416352772636,1.0114511665109855,1.1547532432137803e-13
0,10.074131000216545,3.2257394175200385,10.577972877601196,1.8806809236559778,1.3352654325216808,4.92570435874769e-13
0,-7.091632102328864,-4.085384891389773,8.184229687977796,5.235038497171017,1.010863946089058,6.861222986678491e-14
